ID,isHappy
280,1
281,0
282,1
283,1
284,1
285,0
286,0
287,0
288,0
289,1
290,0
291,0
292,1
293,1
294,0
295,0
296,1
297,0
298,1
299,1
300,1
301,0
302,0
303,1
304,1
305,0
306,0
307,1
308,1
309,0
310,1
311,1
312,0
313,1
314,1
315,0
316,1
317,0
318,1
319,1
320,0
321,0
322,1
323,0
324,1
325,1
326,1
327,0
328,1
329,1
330,0
331,1
332,0
333,1
334,0
335,1
336,1
337,1
338,1
339,0
340,0
341,0
342,1
343,0
344,1
345,0
346,1
347,0
348,1
349,0
350,0
351,0
352,0
353,0
354,1
355,1
356,0
357,1
358,1
359,0
360,0
361,0
362,1
363,1
364,1
365,0
366,0
367,1
368,1
369,0
370,0
371,0
372,0
373,1
374,1
375,0
376,0
377,1
378,0
379,1
380,0
381,0
382,0
383,0
384,1
385,1
386,1
387,0
388,1
389,0
390,1
391,0
392,1
393,1
394,0
395,0
396,1
397,0
398,1
399,0
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,0
408,1
409,1
410,1
411,1
412,0
413,0
414,1
415,1
416,1
417,1
418,0
419,1
420,1
421,1
422,1
423,1
424,0
425,1
426,1
427,1
428,1
429,1
430,0
431,1
432,1
433,1
434,0
435,0
436,1
437,1
438,0
439,0
440,0
441,1
442,1
443,0
444,1
445,0
446,1
447,1
448,1
449,0
450,1
451,0
452,1
453,1
454,1
455,1
456,0
457,1
458,0
459,1
460,1
461,0
462,1
463,1
464,0
465,1
466,0
467,1
468,1
469,0
470,1
471,1
472,1
473,0
474,0
475,1
476,1
477,1
478,1
479,0
480,0
481,0
482,1
483,1
484,0
485,1
486,0
487,1
488,1
489,1
490,1
491,1
492,0
493,0
494,1
495,1
496,1
497,1
498,0
499,0
500,1
501,1
502,1
503,0
504,1
505,0
506,0
507,1
508,1
509,0
510,0
511,1
512,0
513,0
514,0
515,1
516,1
517,1
518,0
519,1
520,0
521,1
522,1
523,0
524,1
525,0
526,0
527,1
528,1
529,0
530,1
531,0
532,0
533,1
534,0
535,1
536,1
537,1
538,1
539,1
540,0
541,1
542,1
543,1
544,0
545,1
546,1
547,1
548,0
549,1
550,0
551,1
552,1
553,1
554,0
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,0
564,1
565,0
566,1
567,0
568,1
569,0
570,0
571,0
572,1
573,1
574,1
575,0
576,0
577,1
578,0
579,1
580,1
581,1
582,0
583,1
584,1
585,1
586,1
587,1
588,0
589,0
590,1
591,1
592,1
593,0
594,1
595,1
596,1
597,0
598,1
599,0
600,0
601,0
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,0
612,1
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,1
621,1
622,0
623,1
624,0
625,1
626,1
627,1
628,0
629,0
630,1
631,0
632,1
633,0
634,0
635,0
636,1
637,1
638,0
639,0
640,1
641,1
642,1
643,0
644,1
645,1
646,1
647,0
648,0
649,1
650,1
651,1
652,1
653,0
654,0
655,0
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,0
664,1
665,1
666,1
667,1
668,0
669,1
670,1
671,1
672,0
673,1
674,1
675,1
676,1
677,1
678,0
679,0
680,1
681,1
682,0
683,0
684,0
685,0
686,0
687,0
688,1
689,1
690,1
691,0
692,1
693,0
694,1
695,0
696,1
697,0
698,1
699,1
700,1
701,1
702,1
703,0
704,1
705,0
706,1
707,1
708,0
709,1
710,1
711,1
712,1
713,0
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,0
722,0
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,0
733,0
734,1
735,0
736,1
737,0
738,1
739,1
740,0
741,0
742,1
743,0
744,1
745,1
746,0
747,1
748,1
749,1
750,0
751,0
752,1
753,1
754,1
755,1
756,1
757,0
758,1
759,0
760,1
761,1
762,0
763,1
764,0
765,1
766,1
767,1
768,1
769,0
770,1
771,0
772,1
773,0
774,1
775,0
776,1
777,1
778,0
779,1
780,0
781,1
782,1
783,0
784,0
785,0
786,1
787,0
788,1
789,1
790,1
791,0
792,1
793,1
794,1
795,1
796,0
797,1
798,1
799,1
800,0
801,1
802,0
803,0
804,0
805,1
806,1
807,0
808,0
809,0
810,1
811,0
812,1
813,0
814,1
815,1
816,0
817,1
818,0
819,0
820,1
821,0
822,1
823,0
824,1
825,1
826,0
827,0
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,0
837,1
838,0
839,0
840,1
841,0
842,0
843,1
844,0
845,1
846,0
847,0
848,0
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,0
857,1
858,1
859,1
860,1
861,0
862,0
863,1
864,0
865,1
866,0
867,1
868,0
869,1
870,1
871,0
872,0
873,0
874,1
875,1
876,1
877,0
878,1
879,1
880,0
881,1
882,1
883,1
884,1
885,1
886,0
887,1
888,1
889,1
890,0
891,1
892,1
893,0
894,1
895,1
896,0
897,1
898,0
899,0
900,0
901,0
902,1
903,0
904,0
905,1
906,0
907,0
908,1
909,0
910,0
911,1
912,1
913,0
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,0
928,0
929,1
930,0
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,0
939,1
940,0
941,0
942,1
943,0
944,0
945,1
946,1
947,1
948,0
949,0
950,0
951,1
952,1
953,0
954,1
955,1
956,1
957,1
958,1
959,1
960,0
961,1
962,0
963,1
964,1
965,1
966,0
967,0
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,0
976,1
977,0
978,1
979,1
980,0
981,0
982,0
983,0
984,1
985,1
986,1
987,0
988,1
989,0
990,1
991,1
992,1
993,0
994,1
995,0
996,0
997,1
998,1
999,0
1000,1
1001,0
1002,1
1003,1
1004,0
1005,0
1006,0
1007,1
1008,1
1009,0
1010,1
1011,0
1012,0
1013,1
1014,1
1015,1
1016,0
1017,1
1018,1
1019,0
1020,1
1021,0
1022,1
1023,1
1024,1
1025,0
1026,0
1027,1
1028,1
1029,0
1030,0
1031,1
1032,1
1033,0
1034,0
1035,1
1036,0
1037,1
1038,1
1039,1
1040,1
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,1
1052,0
1053,1
1054,1
1055,0
1056,1
1057,1
1058,1
1059,0
1060,0
1061,1
1062,1
1063,1
1064,0
1065,0
1066,1
1067,0
1068,1
1069,0
1070,0
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,0
1078,1
1079,1
1080,1
1081,1
1082,0
1083,1
1084,0
1085,1
1086,0
1087,1
1088,0
1089,0
1090,1
1091,0
1092,1
1093,0
1094,1
1095,0
1096,0
1097,0
1098,1
1099,0
1100,0
1101,1
1102,1
1103,1
1104,0
1105,0
1106,1
1107,0
1108,0
1109,1
1110,0
1111,1
1112,1
1113,0
1114,1
1115,1
1116,1
1117,0
1118,0
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,0
1129,0
1130,0
1131,1
1132,0
1133,1
1134,1
1135,0
1136,0
1137,1
1138,1
1139,1
1140,1
1141,0
1142,0
1143,0
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,1
1151,0
1152,1
1153,1
1154,1
1155,1
1156,0
1157,0
1158,0
1159,1
1160,0
1161,0
1162,0
1163,1
1164,0
1165,1
1166,1
1167,1
1168,0
1169,1
1170,1
1171,1
1172,0
1173,1
1174,1
1175,1
1176,0
1177,1
1178,1
1179,0
1180,1
1181,0
1182,1
1183,1
1184,0
1185,1
1186,0
1187,1
1188,1
1189,0
1190,1
1191,1
1192,1
1193,0
1194,1
1195,0
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,0
1203,1
1204,1
1205,0
1206,1
1207,0
1208,0
1209,0
1210,1
1211,1
1212,0
1213,1
1214,0
1215,1
1216,1
1217,1
1218,0
1219,1
1220,0
1221,1
1222,1
1223,1
1224,1
1225,0
1226,0
1227,1
1228,0
1229,1
1230,1
1231,0
1232,0
1233,0
1234,0
1235,1
1236,0
1237,1
1238,1
1239,0
1240,0
1241,1
1242,1
1243,0
1244,1
1245,1
1246,0
1247,1
1248,0
1249,0
1250,0
1251,1
1252,0
1253,1
1254,0
1255,1
1256,1
1257,1
1258,0
1259,0
1260,0
1261,0
1262,0
1263,1
1264,1
1265,1
1266,0
1267,0
1268,1
1269,0
1270,0
1271,1
1272,1
1273,1
1274,0
1275,1
1276,1
1277,1
1278,0
1279,1
1280,1
1281,1
1282,1
1283,0
1284,1
1285,1
1286,0
1287,1
1288,1
1289,0
1290,0
1291,1
1292,1
1293,1
1294,1
1295,1
1296,0
1297,0
1298,0
1299,1
1300,1
1301,1
1302,0
1303,0
1304,1
1305,1
1306,0
1307,1
1308,0
1309,1
1310,0
1311,0
1312,0
1313,1
1314,1
1315,1
1316,0
1317,0
1318,1
1319,1
1320,0
1321,1
1322,1
1323,1
1324,0
1325,0
1326,1
1327,1
1328,1
1329,0
1330,1
1331,1
1332,1
1333,1
1334,1
1335,0
1336,0
1337,1
1338,1
1339,1
1340,0
1341,0
1342,0
1343,1
1344,1
1345,1
1346,1
1347,1
1348,0
1349,1
1350,1
1351,1
1352,0
1353,0
1354,0
1355,1
1356,0
1357,1
1358,1
1359,0
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,0
1368,0
1369,0
1370,0
1371,1
1372,1
1373,1
1374,1
1375,1
1376,0
1377,0
1378,1
1379,1
1380,0
1381,0
1382,1
1383,0
1384,1
1385,0
1386,0
1387,0
1388,0
1389,1
1390,1
1391,0
1392,1
1393,0
1394,0
1395,1
1396,0
1397,1
1398,0
1399,1
1400,0
1401,1
1402,0
1403,1
1404,0
1405,0
1406,0
1407,0
1408,0
1409,1
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,0
1425,0
1426,1
1427,1
1428,1
1429,1
1430,0
1431,1
1432,0
1433,0
1434,1
1435,1
1436,0
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,0
1444,1
1445,1
1446,0
1447,1
1448,1
1449,0
1450,1
1451,0
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,0
1459,0
1460,1
1461,0
1462,1
1463,1
1464,1
1465,1
1466,0
1467,0
1468,0
1469,1
1470,1
1471,0
1472,1
1473,1
1474,1
1475,1
1476,1
1477,0
1478,1
1479,1
1480,1
1481,0
1482,1
1483,0
1484,1
1485,0
1486,0
1487,0
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0
1494,1
1495,0
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,0
1503,1
1504,1
1505,1
1506,1
1507,1
1508,0
1509,0
1510,1
1511,0
1512,1
1513,0
1514,1
1515,0
1516,0
1517,1
1518,0
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,0
1526,1
1527,0
1528,1
1529,1
1530,0
1531,0
1532,0
1533,0
1534,0
1535,1
1536,1
1537,1
1538,1
1539,1
1540,0
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,0
1551,1
1552,1
1553,1
1554,1
1555,0
1556,1
1557,1
1558,0
1559,1
1560,0
1561,1
1562,1
1563,1
1564,0
1565,0
1566,0
1567,1
1568,1
1569,0
1570,0
1571,1
1572,1
1573,0
1574,0
1575,0
1576,1
1577,1
1578,0
1579,1
1580,0
1581,1
1582,0
1583,1
1584,0
1585,0
1586,0
1587,0
1588,1
1589,0
1590,1
1591,0
1592,1
1593,1
1594,1
1595,1
1596,0
1597,1
1598,1
1599,0
1600,1
1601,1
1602,1
1603,0
1604,0
1605,1
1606,1
1607,0
1608,1
1609,0
1610,0
1611,0
1612,1
1613,1
1614,0
1615,1
1616,1
1617,1
1618,1
1619,0
1620,0
1621,0
1622,0
1623,1
1624,1
1625,0
1626,0
1627,1
1628,1
1629,0
1630,0
1631,1
1632,1
1633,0
1634,0
1635,0
1636,1
1637,0
1638,0
1639,1
1640,1
1641,1
1642,0
1643,1
1644,0
1645,1
1646,1
1647,1
1648,1
1649,0
1650,1
1651,1
1652,1
1653,0
1654,0
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,0
1664,1
1665,0
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,0
1673,1
1674,0
1675,1
1676,0
1677,0
1678,1
1679,1
1680,1
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,1
1688,0
1689,0
1690,1
1691,1
1692,1
1693,1
1694,0
1695,1
1696,0
1697,1
1698,1
1699,0
1700,1
1701,0
1702,1
1703,1
1704,1
1705,0
1706,0
1707,0
1708,1
1709,0
1710,1
1711,1
1712,1
1713,1
1714,0
1715,1
1716,1
1717,0
1718,1
1719,1
1720,1
1721,1
1722,1
1723,0
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,0
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,0
1741,0
1742,1
1743,1
1744,0
1745,0
1746,1
1747,1
1748,0
1749,1
1750,1
1751,1
1752,1
1753,0
1754,1
1755,0
1756,1
1757,1
1758,1
1759,0
1760,1
1761,1
1762,1
1763,0
1764,1
1765,1
1766,1
1767,1
1768,1
1769,1
1770,0
1771,0
1772,1
1773,0
1774,0
1775,1
1776,0
1777,1
1778,0
1779,1
1780,1
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,1
1789,1
1790,0
1791,0
1792,1
1793,0
1794,0
1795,1
1796,1
1797,0
1798,1
1799,1
1800,0
1801,1
1802,0
1803,0
1804,1
1805,1
1806,0
1807,1
1808,0
1809,1
1810,0
1811,0
1812,0
1813,1
1814,0
1815,1
1816,1
1817,1
1818,0
1819,1
1820,0
1821,0
1822,1
1823,0
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,0
1833,1
1834,0
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,0
1843,0
1844,1
1845,0
1846,0
1847,0
1848,1
1849,0
1850,1
1851,0
1852,1
1853,0
1854,1
1855,0
1856,1
1857,0
1858,0
1859,0
1860,0
1861,0
1862,1
1863,0
1864,1
1865,1
1866,0
1867,0
1868,1
1869,1
1870,0
1871,0
1872,1
1873,1
1874,1
1875,1
1876,1
1877,1
1878,0
1879,1
1880,1
1881,1
1882,1
1883,0
1884,1
1885,1
1886,1
1887,0
1888,1
1889,0
1890,1
1891,1
1892,1
1893,1
1894,1
1895,0
1896,0
1897,1
1898,0
1899,1
1900,0
1901,1
1902,0
1903,1
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,1
1911,1
1912,0
1913,1
1914,0
1915,1
1916,1
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,1
1924,0
1925,0
1926,1
1927,1
1928,0
1929,1
1930,0
1931,0
1932,0
1933,0
1934,1
1935,0
1936,1
1937,1
1938,1
1939,1
1940,0
1941,1
1942,0
1943,0
1944,0
1945,1
1946,1
1947,1
1948,0
1949,1
1950,0
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,0
1962,1
1963,1
1964,0
1965,0
1966,1
1967,1
1968,1
1969,0
1970,1
1971,1
1972,0
1973,1
1974,0
1975,0
1976,1
1977,1
1978,0
1979,0
1980,0
1981,1
1982,1
1983,1
1984,0
1985,1
1986,1
1987,0
1988,1
1989,1
1990,1
1991,0
1992,0
1993,0
1994,0
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,0
2005,0
2006,0
2007,0
2008,1
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,0
2016,1
2017,1
2018,1
2019,0
2020,1
2021,0
2022,0
2023,1
2024,1
2025,1
2026,1
2027,0
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,0
2037,0
2038,0
2039,1
2040,0
2041,1
2042,1
2043,0
2044,0
2045,0
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,1
2054,0
2055,0
2056,0
2057,1
2058,1
2059,0
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,0
2068,0
2069,0
2070,1
2071,0
2072,1
2073,0
2074,1
2075,0
2076,1
2077,1
2078,1
2079,1
2080,0
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,0
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,0
2098,1
2099,1
2100,1
2101,1
2102,0
2103,0
2104,0
2105,0
2106,0
2107,1
2108,1
2109,0
2110,0
2111,1
2112,1
2113,1
2114,1
2115,1
2116,0
2117,1
2118,0
2119,0
2120,0
2121,0
2122,0
2123,1
2124,1
2125,1
2126,0
2127,0
2128,1
2129,0
2130,1
2131,1
2132,0
2133,1
2134,1
2135,0
2136,1
2137,1
2138,1
2139,1
2140,1
2141,0
2142,0
2143,1
2144,1
2145,0
2146,0
2147,0
2148,1
2149,0
2150,0
2151,1
2152,0
2153,0
2154,1
2155,0
2156,1
2157,0
2158,1
2159,0
2160,0
2161,1
2162,0
2163,1
2164,1
2165,0
2166,0
2167,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,0
2176,1
2177,1
2178,1
2179,1
2180,0
2181,1
2182,1
2183,0
2184,0
2185,0
2186,1
2187,0
2188,1
2189,1
2190,1
2191,0
2192,1
2193,1
2194,1
2195,0
2196,0
2197,0
2198,0
2199,0
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,0
2208,0
2209,0
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,0
2218,1
2219,1
2220,0
2221,1
2222,1
2223,1
2224,0
2225,1
2226,1
2227,0
2228,1
2229,1
2230,1
2231,1
2232,1
2233,0
2234,1
2235,1
2236,0
2237,1
2238,1
2239,1
2240,0
2241,0
2242,0
2243,1
2244,1
2245,1
2246,1
2247,1
2248,0
2249,1
2250,1
2251,1
2252,0
2253,1
2254,1
2255,0
2256,1
2257,1
2258,0
2259,1
2260,0
2261,0
2262,1
2263,1
2264,1
2265,1
2266,0
2267,0
2268,1
2269,0
2270,0
2271,1
2272,1
2273,1
2274,1
2275,1
2276,1
2277,0
2278,0
2279,1
2280,1
2281,0
2282,1
2283,0
2284,1
2285,1
2286,1
2287,1
2288,1
2289,1
2290,1
2291,1
2292,1
2293,1
2294,0
2295,1
2296,1
2297,1
2298,0
2299,1
2300,0
2301,1
2302,1
2303,1
2304,1
2305,1
2306,0
2307,1
2308,0
2309,0
2310,0
2311,1
2312,0
2313,1
2314,1
2315,0
2316,0
2317,0
2318,1
2319,1
2320,0
2321,0
2322,0
2323,0
2324,0
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2331,0
2332,1
2333,0
2334,1
2335,1
2336,1
2337,1
2338,1
2339,0
2340,0
2341,1
2342,0
2343,1
2344,1
2345,0
2346,0
2347,1
2348,1
2349,0
2350,1
2351,0
2352,0
2353,0
2354,1
2355,0
2356,1
2357,1
2358,0
2359,0
2360,1
2361,1
2362,0
2363,1
2364,0
2365,1
2366,1
2367,1
2368,1
2369,1
2370,0
2371,0
2372,1
2373,1
2374,1
2375,0
2376,1
2377,1
2378,0
2379,0
2380,1
2381,0
2382,1
2383,1
2384,0
2385,0
2386,1
2387,1
2388,1
2389,0
2390,0
2391,1
2392,1
2393,0
2394,1
2395,1
2396,0
2397,1
2398,0
2399,1
2400,0
2401,1
2402,1
2403,0
2404,1
2405,0
2406,1
2407,0
2408,0
2409,1
2410,1
2411,0
2412,1
2413,1
2414,0
2415,1
2416,1
2417,1
2418,1
2419,1
2420,0
2421,1
2422,0
2423,0
2424,0
2425,1
2426,1
2427,0
2428,0
2429,1
2430,1
2431,0
2432,1
2433,1
2434,1
2435,1
2436,0
2437,1
2438,1
2439,1
2440,1
2441,1
2442,1
2443,0
2444,1
2445,0
2446,1
2447,0
2448,0
2449,0
2450,1
2451,0
2452,1
2453,1
2454,0
2455,1
2456,1
2457,0
2458,0
2459,1
2460,1
2461,1
2462,0
2463,1
2464,0
2465,0
2466,1
2467,0
2468,0
2469,1
2470,0
2471,0
2472,0
2473,1
2474,0
2475,1
2476,0
2477,1
2478,1
2479,0
2480,1
2481,1
2482,0
2483,1
2484,1
2485,1
2486,0
2487,0
2488,0
2489,1
2490,1
2491,1
2492,1
2493,1
2494,0
2495,1
2496,1
2497,0
2498,1
2499,1
2500,0
2501,1
2502,0
2503,1
2504,0
2505,0
2506,1
2507,0
2508,1
2509,0
2510,1
2511,0
2512,0
2513,0
2514,0
2515,1
2516,1
2517,0
2518,0
2519,1
2520,1
2521,0
2522,1
2523,1
2524,0
2525,0
2526,0
2527,1
2528,0
2529,0
2530,0
2531,1
2532,1
2533,1
2534,1
2535,0
2536,1
2537,0
2538,1
2539,1
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,1
2548,1
2549,1
2550,1
2551,0
2552,0
2553,0
2554,0
2555,1
2556,0
2557,1
2558,1
2559,1
2560,1
2561,0
2562,1
2563,1
2564,0
2565,1
2566,1
2567,1
2568,1
2569,1
2570,1
2571,0
2572,1
2573,1
2574,1
2575,0
2576,1
2577,1
2578,0
2579,0
2580,0
2581,1
2582,0
2583,1
2584,0
2585,0
2586,0
2587,1
2588,0
2589,0
2590,0
2591,1
2592,1
2593,1
2594,0
2595,1
2596,0
2597,0
2598,1
2599,1
2600,1
2601,1
2602,1
2603,0
2604,1
2605,1
2606,0
2607,1
2608,0
2609,1
2610,0
2611,0
2612,1
2613,1
2614,1
2615,0
2616,1
2617,1
2618,0
2619,1
2620,0
2621,1
2622,0
2623,1
2624,0
2625,1
2626,1
2627,1
2628,1
2629,1
2630,0
2631,0
2632,1
2633,1
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2647,0
2648,1
2649,0
2650,1
2651,1
2652,0
2653,1
2654,1
2655,0
2656,1
2657,1
2658,0
2659,0
2660,1
2661,1
2662,1
2663,1
2664,1
2665,1
2666,1
2667,1
2668,1
2669,0
2670,0
2671,1
2672,1
2673,1
2674,1
2675,1
2676,0
2677,1
2678,1
2679,0
2680,0
2681,1
2682,1
2683,1
2684,1
2685,1
2686,1
2687,0
2688,1
2689,1
2690,0
2691,1
2692,1
2693,1
2694,1
2695,1
2696,1
2697,1
2698,1
2699,1
2700,0
2701,1
2702,1
2703,0
2704,1
2705,0
2706,0
2707,0
2708,1
2709,1
2710,1
2711,0
2712,0
2713,0
2714,1
2715,0
2716,1
2717,1
2718,1
2719,0
2720,1
2721,1
2722,0
2723,0
2724,0
2725,1
2726,1
2727,0
2728,0
2729,1
2730,0
2731,1
2732,1
2733,0
2734,0
2735,1
2736,1
2737,1
2738,0
2739,1
2740,1
2741,1
2742,0
2743,0
2744,0
2745,0
2746,1
2747,0
2748,0
2749,0
2750,1
2751,0
2752,1
2753,0
2754,0
2755,0
2756,1
2757,1
2758,1
2759,1
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,0
2772,1
2773,1
2774,1
2775,0
2776,1
2777,0
2778,0
2779,1
2780,0
2781,0
2782,1
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,1
2793,1
2794,0
2795,0
2796,0
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,0
2804,0
2805,1
2806,1
2807,0
2808,0
2809,1
2810,1
2811,1
2812,1
2813,0
2814,0
2815,0
2816,1
2817,0
2818,1
2819,0
2820,0
2821,0
2822,0
2823,0
2824,1
2825,1
2826,0
2827,0
2828,0
2829,1
2830,1
2831,0
2832,0
2833,0
2834,1
2835,1
2836,0
2837,0
2838,0
2839,1
2840,0
2841,1
2842,1
2843,0
2844,1
2845,1
2846,0
2847,1
2848,0
2849,1
2850,1
2851,0
2852,1
2853,0
2854,1
2855,0
2856,1
2857,1
2858,0
2859,0
2860,1
2861,1
2862,0
2863,0
2864,1
2865,1
2866,0
2867,0
2868,1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,0
2875,1
2876,0
2877,0
2878,0
2879,0
2880,1
2881,1
2882,0
2883,0
2884,0
2885,1
2886,1
2887,1
2888,1
2889,1
2890,0
2891,1
2892,0
2893,1
2894,1
2895,0
2896,0
2897,1
2898,0
2899,0
2900,1
2901,1
2902,1
2903,0
2904,1
2905,0
2906,1
2907,1
2908,0
2909,0
2910,1
2911,0
2912,0
2913,1
2914,1
2915,0
2916,0
2917,1
2918,1
2919,1
2920,0
2921,0
2922,0
2923,0
2924,1
2925,0
2926,0
2927,0
2928,1
2929,1
2930,1
2931,0
2932,1
2933,1
2934,0
2935,1
2936,1
2937,1
2938,1
2939,0
2940,1
2941,0
2942,1
2943,1
2944,0
2945,0
2946,0
2947,0
2948,1
2949,0
2950,1
2951,1
2952,1
2953,1
2954,1
2955,0
2956,1
2957,0
2958,1
2959,1
2960,1
2961,1
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,1
2969,1
2970,1
2971,0
2972,0
2973,1
2974,1
2975,1
2976,0
2977,1
2978,1
2979,0
2980,0
2981,0
2982,0
2983,0
2984,1
2985,0
2986,0
2987,1
2988,1
2989,0
2990,1
2991,0
2992,1
2993,0
2994,0
2995,1
2996,0
